Loan_ID,Age,Gender,Marital_Status,Employment_Type,Annual_Income,Loan_Amount,Loan_Term,Credit_Score,Debt_to_Income_Ratio,Loan_Status,Loan_Status_Numeric
L2406,51,Male,Single,Salaried,40329.09,82734.14,12,663,0.4960939833572668,Rejected,0
L2407,25,Male,Divorced,Salaried,20000.0,26179.65,24,632,0.4980804409345348,Approved,1
L2408,39,Female,Married,Self-employed,51417.96,73114.88,12,650,0.49245269076068243,Rejected,0
L2409,54,Male,Divorced,Self-employed,20000.0,26881.0,36,563,0.5186188411358161,Rejected,0
L2410,30,Female,Married,Salaried,67448.98,168157.29,36,705,0.5219970967377923,Approved,1
L2411,45,Male,Single,Self-employed,46450.46,94775.79,60,540,0.4955794258764967,Rejected,0
L2412,22,Male,Married,Salaried,22598.91,53278.72,60,714,0.5309711532779394,Approved,1
L2413,31,Male,Single,Salaried,20000.0,25185.86,36,583,0.48105500922842515,Rejected,0
L2414,51,Male,Married,Self-employed,57222.15,84708.09,36,706,0.5208776269116421,Approved,1
L2415,35,Female,Divorced,Unemployed,20000.0,18054.31,24,626,0.49706654736514705,Rejected,0
L2416,29,Male,Married,Self-employed,69534.44,36176.33,60,646,0.5096307634399757,Rejected,0
L2417,43,Female,Married,Salaried,200000.0,177910.25,48,648,0.5325965130160952,Rejected,0
L2418,39,Female,Divorced,Salaried,20000.0,47157.05,24,596,0.502746522030637,Rejected,0
L2419,29,Male,Married,Unemployed,53569.38,75679.81,48,608,0.5087122515193142,Rejected,0
L2420,55,Female,Married,Salaried,124569.78,94883.72,24,761,0.4888424228887261,Approved,1
L2421,41,Male,Single,Self-employed,107107.96,150502.31,60,596,0.49868334941835546,Approved,1
L2422,29,Female,Divorced,Self-employed,22928.46,47816.66,12,673,0.513083395749099,Approved,1
L2423,48,Male,Married,Salaried,46676.14,70088.48,36,614,0.47840009211840273,Approved,1
L2424,27,Male,Married,Salaried,22177.13,52640.71,36,692,0.510833260972236,Rejected,0
L2425,36,Male,Married,Salaried,52907.42,121513.7,36,651,0.4996211809458256,Rejected,0
L2426,36,Female,Divorced,Salaried,38544.99,55755.26,36,683,0.476539309714651,Rejected,0
L2427,53,Female,Married,Unemployed,65000.89,43285.13,24,673,0.49226823965781547,Rejected,0
L2428,24,Male,Married,Salaried,36712.68,70080.62,36,609,0.5047827567191921,Rejected,0
L2429,24,Male,Single,Salaried,65620.37,79581.64,36,630,0.5031428878071773,Approved,1
L2430,59,Male,Married,Self-employed,64683.86,133989.78,36,642,0.4857818143397325,Rejected,0
L2431,60,Female,Married,Salaried,29564.11,33044.88,12,624,0.4861920763424319,Approved,1
L2432,37,Male,Divorced,Salaried,21897.99,25428.93,24,598,0.5130065862903509,Rejected,0
L2433,57,Female,Married,Self-employed,31276.56,49562.13,12,710,0.4666070337178724,Approved,1
L2434,59,Male,Single,Self-employed,36084.47,19839.08,60,672,0.49228200399211436,Rejected,0
L2435,49,Male,Divorced,Salaried,61982.03,52022.35,48,632,0.47848292213717647,Rejected,0
L2436,56,Female,Married,Self-employed,29766.6,65570.72,36,595,0.4961695377857,Approved,1
L2437,58,Female,Married,Salaried,20000.0,48262.9,24,637,0.47198909102868813,Rejected,0
L2438,59,Female,Divorced,Self-employed,68284.13,60374.99,24,578,0.5174105110591782,Rejected,0
L2439,57,Male,Single,Salaried,30283.59,61927.94,12,669,0.5045422517739285,Approved,1
L2440,55,Female,Married,Salaried,78644.47,56916.98,36,630,0.50110287832997,Rejected,0
L2441,27,Male,Married,Salaried,34249.08,49502.99,60,622,0.5292862673353471,Rejected,0
L2442,47,Female,Single,Salaried,44749.16,67881.63,12,708,0.5004264065497385,Approved,1
L2443,48,Male,Married,Salaried,41684.86,67840.23,36,621,0.49668000683274327,Approved,1
L2444,42,Male,Single,Self-employed,113958.5,139357.35,60,738,0.5324016874034748,Approved,1
L2445,34,Male,Divorced,Self-employed,27712.2,61305.95,60,598,0.4377197120964955,Rejected,0
L2446,27,Male,Married,Self-employed,20000.0,22138.28,24,599,0.5012900644964692,Approved,1
L2447,57,Male,Divorced,Salaried,69487.27,102178.04,12,636,0.5305168268606187,Approved,1
L2448,42,Female,Single,Self-employed,33440.17,29683.88,12,648,0.5233257207999901,Rejected,0
L2449,25,Female,Married,Self-employed,65539.0,107857.6,48,611,0.4744431888563563,Rejected,0
L2450,22,Female,Single,Salaried,20000.0,17886.86,12,723,0.5037562404289172,Approved,1
L2451,47,Male,Single,Salaried,200000.0,196601.87,48,682,0.5183813801229356,Approved,1
L2452,41,Male,Married,Salaried,47874.77,65814.58,36,601,0.5089428956725011,Rejected,0
L2453,58,Female,Married,Salaried,74132.39,78248.24,12,628,0.5213128569516036,Rejected,0
L2454,35,Male,Single,Unemployed,20000.0,11605.18,12,663,0.5106084799742867,Rejected,0
L2455,41,Male,Single,Salaried,54590.46,114250.39,48,638,0.4962111138516185,Rejected,0
L2456,30,Female,Divorced,Salaried,99436.38,212821.72,36,612,0.522939179023359,Rejected,0
L2457,43,Male,Divorced,Self-employed,20000.0,46028.56,24,696,0.49264328339930474,Approved,1
L2458,59,Male,Married,Salaried,121797.0,299593.06,48,748,0.47246277447549256,Rejected,0
L2459,25,Female,Single,Salaried,20000.0,14529.71,24,644,0.4889062368689119,Approved,1
L2460,21,Male,Married,Salaried,20000.0,20980.2,24,667,0.4926183483018397,Rejected,0
L2461,33,Female,Married,Salaried,20000.0,35224.73,48,708,0.5287248503606993,Approved,1
L2462,41,Male,Married,Salaried,200000.0,450547.63,60,629,0.4936838116476779,Approved,1
L2463,46,Female,Single,Self-employed,25013.8,20626.98,36,736,0.4718269255266378,Rejected,0
L2464,65,Male,Married,Salaried,116741.55,171270.59,36,597,0.5045980846049036,Rejected,0
L2465,41,Female,Married,Salaried,52929.35,130077.78,60,672,0.498988372929276,Rejected,0
L2466,38,Male,Married,Salaried,20100.43,23357.8,24,610,0.48757181401738564,Rejected,0
L2467,57,Female,Married,Salaried,78526.6,116392.59,60,593,0.513260158438242,Rejected,0
L2468,65,Male,Divorced,Self-employed,86059.22,162445.77,48,621,0.49925726121645597,Rejected,0
L2469,52,Male,Divorced,Salaried,20000.0,26869.05,36,626,0.4725941929060966,Approved,1
L2470,56,Female,Single,Self-employed,24492.35,47394.64,36,617,0.4784968017697848,Rejected,0
L2471,37,Male,Single,Salaried,20000.0,15906.17,12,695,0.5260682323081137,Approved,1
L2472,55,Male,Single,Self-employed,200000.0,192238.82,60,666,0.5131756972945226,Rejected,0
L2473,31,Male,Single,Self-employed,99044.67,126161.4,36,689,0.5171543221014318,Rejected,0
L2474,41,Male,Single,Salaried,22569.83,55698.08,48,681,0.5075123948833958,Rejected,0
L2475,46,Male,Married,Unemployed,22271.03,26670.66,36,640,0.5033611093544327,Rejected,0
L2476,24,Male,Married,Salaried,30521.41,71147.94,48,586,0.5019140270922412,Rejected,0
L2477,54,Male,Married,Self-employed,37467.95,84293.49,12,690,0.5244954646570236,Rejected,0
L2478,38,Female,Married,Salaried,99441.4,200037.33,48,612,0.487862452956413,Rejected,0
L2479,60,Male,Married,Salaried,20000.0,24813.81,12,723,0.4721313979506639,Rejected,0
L2480,55,Male,Single,Salaried,20000.0,23217.69,36,697,0.48710613836146277,Rejected,0
L2481,61,Female,Single,Self-employed,100134.57,178178.06,48,654,0.4704466712563551,Rejected,0
L2482,49,Female,Married,Self-employed,66535.34,64215.24,36,532,0.535354777294636,Approved,1
L2483,49,Male,Married,Salaried,56257.27,68692.05,48,665,0.5289254214948961,Rejected,0
L2484,58,Male,Single,Self-employed,31218.24,66503.25,24,747,0.5057576462791301,Rejected,0
L2485,62,Female,Married,Self-employed,54706.84,50408.52,12,640,0.5043918586105136,Approved,1
L2486,41,Male,Married,Self-employed,24737.39,53339.81,24,615,0.47425380424483343,Rejected,0
L2487,62,Male,Divorced,Salaried,37962.23,60892.3,12,648,0.5369553054439455,Rejected,0
L2488,33,Male,Married,Salaried,29487.77,44913.77,12,672,0.5351254688926518,Approved,1
L2489,61,Female,Divorced,Salaried,20000.0,34544.8,24,693,0.4925618475251202,Approved,1
L2490,37,Male,Divorced,Salaried,22695.65,40008.64,24,636,0.5008897866505277,Rejected,0
L2491,29,Female,Divorced,Salaried,91730.38,148297.63,60,612,0.5112240513569127,Rejected,0
L2492,61,Female,Married,Salaried,51542.25,98077.6,36,742,0.5081414115042687,Approved,1
L2493,21,Male,Married,Unemployed,20000.0,24320.64,12,561,0.5011261123199813,Rejected,0
L2494,22,Female,Married,Self-employed,42401.37,89952.4,48,698,0.5026238806101482,Rejected,0
L2495,49,Male,Married,Self-employed,55319.44,52133.59,24,682,0.4816148852131756,Rejected,0
L2496,53,Male,Married,Unemployed,95104.26,183425.74,24,698,0.4758028736442971,Rejected,0
L2497,30,Male,Single,Self-employed,20000.0,25416.67,24,612,0.5046216544680094,Rejected,0
L2498,60,Male,Divorced,Salaried,23358.36,44140.83,12,596,0.5040819139754497,Rejected,0
L2499,41,Male,Divorced,Self-employed,45374.52,25629.65,12,656,0.5140176694438467,Rejected,0
L2500,48,Male,Married,Salaried,82751.97,105971.04,48,611,0.4885098657089326,Rejected,0
L2501,31,Male,Single,Salaried,20000.0,48524.87,12,598,0.513365071551406,Rejected,0
L2502,54,Male,Married,Salaried,36968.46,60840.27,12,620,0.5386334369719622,Rejected,0
L2503,28,Male,Married,Salaried,20000.0,29972.58,24,645,0.5025570543837329,Rejected,0
L2504,42,Female,Divorced,Self-employed,82025.85,81606.14,36,689,0.4874020489612902,Rejected,0
L2505,28,Male,Married,Self-employed,20000.0,29659.63,36,593,0.5041406398517453,Rejected,0
L2506,35,Female,Single,Salaried,20000.0,42936.33,12,738,0.5380790635771132,Approved,1
L2507,37,Male,Divorced,Salaried,20000.0,23537.39,24,503,0.45475424545689264,Rejected,0
L2508,43,Male,Married,Salaried,94221.66,153559.17,24,691,0.48771482241237796,Rejected,0
L2509,44,Male,Divorced,Self-employed,32653.03,60313.78,36,703,0.48069972398301763,Approved,1
L2510,65,Male,Married,Salaried,20000.0,26034.96,12,709,0.5105443800803984,Approved,1
L2511,39,Male,Divorced,Unemployed,28062.37,29916.68,24,636,0.5096252731580271,Rejected,0
L2512,25,Male,Married,Salaried,42488.55,34464.34,24,628,0.5051252376300507,Approved,1
L2513,52,Female,Married,Unemployed,20000.0,14047.66,12,740,0.5029604901638718,Rejected,0
L2514,64,Female,Married,Salaried,117701.77,115606.5,12,562,0.506786044093248,Approved,1
L2515,21,Male,Single,Salaried,68146.03,36736.19,12,622,0.5281946829605964,Rejected,0
L2516,43,Female,Divorced,Salaried,20000.0,40406.65,48,596,0.4988686846320446,Rejected,0
L2517,57,Male,Single,Salaried,20000.0,14470.75,36,693,0.5201909750174899,Rejected,0
L2518,28,Male,Divorced,Salaried,50770.9,116669.68,60,650,0.5332111958942005,Rejected,0
L2519,33,Female,Divorced,Self-employed,54916.9,83551.45,36,573,0.47909079100096286,Rejected,0
L2520,28,Male,Married,Salaried,34792.17,49193.19,36,606,0.47615459881129135,Rejected,0
L2521,43,Male,Single,Salaried,48903.64,30787.94,36,628,0.4880349968356223,Approved,1
L2522,63,Male,Married,Salaried,34568.49,26502.34,12,676,0.48102073834956716,Approved,1
L2523,21,Male,Married,Salaried,20000.0,44270.31,36,574,0.471804434060793,Rejected,0
L2524,65,Male,Married,Salaried,36431.98,67236.77,36,736,0.5191561522685081,Rejected,0
L2525,44,Male,Married,Unemployed,20000.0,13781.51,12,660,0.510003737612823,Approved,1
L2526,55,Male,Single,Salaried,33221.06,61868.86,12,678,0.49390592323832566,Rejected,0
L2527,44,Male,Married,Salaried,81684.02,62235.88,24,669,0.49919481046032904,Rejected,0
L2528,37,Female,Single,Salaried,50635.04,99509.37,36,688,0.4986757505782387,Approved,1
L2529,25,Male,Divorced,Self-employed,20000.0,47782.63,24,546,0.5347122499881434,Rejected,0
L2530,40,Female,Married,Salaried,53591.69,108078.22,36,725,0.5101397196117401,Approved,1
L2531,41,Female,Single,Self-employed,23197.23,49818.9,24,712,0.4820458316452131,Approved,1
L2532,60,Female,Single,Salaried,31592.68,55010.19,12,673,0.5014898285693775,Rejected,0
L2533,51,Female,Married,Salaried,126329.12,64102.8,12,754,0.5222071917247115,Rejected,0
L2534,56,Male,Single,Salaried,35172.6,72821.1,36,600,0.47589923741324114,Rejected,0
L2535,31,Male,Married,Salaried,57440.21,75143.68,36,606,0.4517725808789782,Approved,1
L2536,35,Male,Married,Salaried,55810.94,125356.54,48,644,0.514737022497121,Approved,1
L2537,39,Female,Married,Salaried,20000.0,32911.92,24,611,0.5059914311866518,Approved,1
L2538,27,Male,Single,Salaried,28281.73,24976.42,60,652,0.48295838252031675,Rejected,0
L2539,48,Male,Married,Self-employed,61926.09,37758.68,12,707,0.5070611029796133,Approved,1
L2540,63,Male,Married,Salaried,31521.71,50755.65,12,664,0.4775832757254168,Approved,1
L2541,25,Female,Married,Salaried,20000.0,32674.42,12,662,0.4798059754234126,Approved,1
L2542,25,Male,Divorced,Salaried,61833.1,137277.85,48,595,0.49479277197327365,Rejected,0
L2543,50,Male,Divorced,Salaried,69188.08,39956.43,12,648,0.5069326106675324,Rejected,0
L2544,52,Male,Single,Salaried,51164.16,109620.05,48,643,0.5011167997794962,Approved,1
L2545,28,Female,Married,Salaried,22615.65,29655.15,36,632,0.49578943261465375,Rejected,0
L2546,30,Male,Married,Salaried,33542.54,52214.86,36,704,0.5114400177493037,Approved,1
L2547,58,Male,Divorced,Salaried,39397.81,61727.75,36,668,0.5032226702754652,Approved,1
L2548,52,Female,Married,Salaried,25424.23,32152.8,36,597,0.4892698180121613,Rejected,0
L2549,48,Male,Married,Salaried,28494.88,24847.63,36,648,0.4678549862258166,Rejected,0
L2550,37,Female,Married,Unemployed,38298.14,25186.62,12,695,0.4968018333978053,Approved,1
L2551,51,Male,Single,Salaried,38173.31,34889.66,12,665,0.5243206918323301,Approved,1
L2552,28,Male,Married,Self-employed,74633.37,143932.62,24,668,0.4860103308280053,Approved,1
L2553,60,Female,Married,Self-employed,23879.5,44523.85,60,605,0.49226131362401854,Rejected,0
L2554,45,Female,Single,Self-employed,41318.4,76473.84,12,695,0.5321961578134594,Rejected,0
L2555,29,Male,Single,Self-employed,30650.75,70968.1,36,590,0.46539513180829006,Rejected,0
L2556,22,Male,Single,Salaried,40595.08,57391.0,12,643,0.47809064083912806,Approved,1
L2557,35,Female,Married,Salaried,32367.47,65326.45,36,659,0.46110078988306,Rejected,0
L2558,23,Male,Single,Self-employed,32478.51,59644.56,36,678,0.4866086472331553,Approved,1
L2559,56,Female,Married,Salaried,62632.12,148693.39,24,652,0.4621172939076178,Rejected,0
L2560,24,Female,Single,Salaried,68141.23,125352.7,60,646,0.4864165354631045,Rejected,0
L2561,34,Male,Single,Salaried,39627.67,34097.49,36,578,0.5038730117103891,Rejected,0
L2562,61,Female,Married,Salaried,20575.24,40913.79,12,632,0.5119313531041906,Approved,1
L2563,61,Male,Married,Self-employed,25657.43,31198.17,36,693,0.5104861011174444,Rejected,0
L2564,45,Female,Married,Salaried,40731.21,41137.71,36,679,0.5227247694263828,Rejected,0
L2565,30,Male,Married,Self-employed,75600.39,79857.36,36,646,0.5000083257779426,Rejected,0
L2566,41,Female,Married,Salaried,20000.0,43003.16,12,689,0.5154290876363331,Rejected,0
L2567,56,Female,Single,Salaried,71129.02,99986.2,24,677,0.5096783528076775,Approved,1
L2568,32,Female,Married,Salaried,20000.0,28764.01,24,756,0.48054486319161216,Approved,1
L2569,47,Female,Divorced,Salaried,99821.75,52044.08,36,633,0.49811431667072287,Approved,1
L2570,60,Male,Married,Salaried,20000.0,20806.18,24,637,0.4998235647054798,Approved,1
L2571,22,Male,Married,Salaried,105415.81,238951.82,48,632,0.49117140590014496,Rejected,0
L2572,33,Female,Married,Salaried,20000.0,29922.75,12,650,0.510343986919243,Rejected,0
L2573,52,Female,Single,Self-employed,81004.15,107959.66,36,618,0.49039033374680246,Rejected,0
L2574,51,Female,Single,Salaried,20000.0,12959.11,24,649,0.5139034211264721,Rejected,0
L2575,36,Female,Divorced,Salaried,28060.85,30497.04,48,684,0.4956033442504435,Rejected,0
L2576,52,Male,Married,Self-employed,73559.67,56082.58,36,733,0.5124853917217161,Approved,1
L2577,52,Male,Married,Salaried,56051.84,46456.44,36,676,0.5032425612253699,Approved,1
L2578,54,Male,Single,Salaried,27225.1,32061.27,24,732,0.4944367198814452,Approved,1
L2579,31,Female,Single,Self-employed,26226.24,16632.35,36,611,0.5068232669856125,Rejected,0
L2580,30,Male,Divorced,Self-employed,56760.04,116730.52,36,717,0.509217185343237,Approved,1
L2581,35,Female,Married,Self-employed,37503.18,65394.93,60,645,0.44429219212416626,Rejected,0
L2582,37,Male,Single,Salaried,108768.52,228357.8,60,552,0.4854544967960663,Rejected,0
L2583,60,Male,Married,Unemployed,71521.3,85517.23,12,545,0.5236212846972556,Rejected,0
L2584,38,Male,Married,Salaried,50513.58,47701.4,36,653,0.5294457629573394,Approved,1
L2585,29,Male,Married,Unemployed,22411.44,37651.07,24,572,0.4723918255041858,Rejected,0
L2586,45,Female,Single,Unemployed,150553.7,81884.78,36,658,0.49545863925837563,Rejected,0
L2587,60,Male,Single,Salaried,52287.7,35453.45,60,659,0.4857583515645381,Approved,1
L2588,34,Male,Married,Salaried,54111.52,107298.99,48,653,0.5425386717856083,Rejected,0
L2589,45,Male,Married,Self-employed,72722.67,165427.87,24,623,0.5150219701530151,Rejected,0
L2590,42,Female,Married,Salaried,62848.22,57251.84,36,771,0.49670845183147083,Approved,1
L2591,50,Female,Married,Salaried,105410.11,219462.42,36,669,0.4934765164615689,Rejected,0
L2592,40,Male,Married,Unemployed,55697.39,70586.4,48,685,0.5380970759963755,Rejected,0
L2593,41,Female,Married,Salaried,50114.99,66745.98,24,694,0.4855973728434705,Approved,1
L2594,64,Male,Single,Unemployed,21935.25,49749.99,24,572,0.4846798957982259,Rejected,0
L2595,52,Male,Married,Self-employed,20000.0,34841.61,36,688,0.5440306154525086,Approved,1
L2596,41,Female,Married,Self-employed,20000.0,42477.01,60,684,0.507270875897247,Rejected,0
L2597,55,Male,Divorced,Salaried,20000.0,41030.66,12,621,0.5137367109686934,Rejected,0
L2598,52,Female,Married,Salaried,128582.71,211927.97,24,681,0.5135804359661054,Approved,1
L2599,50,Male,Single,Unemployed,81844.06,163337.51,48,676,0.5138241583597519,Rejected,0
L2600,59,Female,Married,Salaried,27318.88,52354.34,48,685,0.5200680090542209,Approved,1
L2601,32,Male,Divorced,Self-employed,21369.36,31211.39,24,713,0.4950812207550006,Approved,1
L2602,61,Male,Married,Self-employed,99082.5,79630.2,12,684,0.5276572277908264,Approved,1
L2603,38,Female,Single,Salaried,78445.52,81014.9,12,620,0.5089714714122592,Rejected,0
L2604,41,Male,Married,Self-employed,92588.32,115990.02,36,630,0.4847214723015365,Approved,1
L2605,33,Male,Divorced,Salaried,20000.0,33467.56,12,641,0.49656190273616996,Approved,1
L2606,41,Male,Married,Salaried,108050.51,118375.14,36,619,0.5165976613875304,Approved,1
L2607,28,Male,Single,Salaried,22403.32,20403.39,36,599,0.5019400699372547,Approved,1
L2608,60,Male,Married,Self-employed,20000.0,11421.95,12,647,0.5010089018797277,Rejected,0
L2609,27,Male,Divorced,Self-employed,55113.49,50982.7,24,575,0.48861399489523233,Rejected,0
L2610,43,Female,Single,Salaried,108284.31,170889.7,36,624,0.48567513531672424,Approved,1
L2611,64,Male,Married,Salaried,79739.76,62136.63,24,662,0.5292827763279297,Rejected,0
L2612,52,Female,Married,Salaried,27914.26,15596.01,36,696,0.4979742243959413,Approved,1
L2613,31,Male,Married,Salaried,27041.76,17560.5,24,644,0.5032208509276054,Approved,1
L2614,42,Male,Married,Salaried,59492.51,143032.54,60,585,0.45683428840334117,Rejected,0
L2615,42,Male,Married,Self-employed,45882.86,26196.57,12,646,0.4780237930671273,Rejected,0
L2616,63,Male,Divorced,Unemployed,48245.2,69698.33,48,621,0.477954376033943,Rejected,0
L2617,45,Male,Single,Salaried,123059.32,230926.72,48,659,0.4957459142843448,Rejected,0
L2618,42,Male,Divorced,Self-employed,70432.1,66645.09,36,698,0.5097268762986302,Rejected,0
L2619,48,Male,Married,Self-employed,37858.37,91934.12,24,644,0.49198735856846215,Approved,1
L2620,49,Male,Single,Unemployed,63821.7,34808.77,48,660,0.49546296184874816,Rejected,0
L2621,33,Male,Married,Salaried,89401.34,202063.57,48,691,0.5178158019138732,Rejected,0
L2622,38,Male,Married,Self-employed,20000.0,25659.94,24,694,0.4927320218903351,Rejected,0
L2623,22,Female,Single,Unemployed,75549.3,95771.64,48,622,0.5185682170421955,Rejected,0
L2624,49,Male,Married,Unemployed,71511.4,103292.46,48,676,0.49764710277591107,Rejected,0
L2625,41,Male,Divorced,Salaried,20000.0,48856.11,12,641,0.5364330682706568,Approved,1
L2626,35,Male,Married,Salaried,75175.23,132020.56,48,630,0.49289022400954496,Rejected,0
L2627,47,Male,Divorced,Self-employed,21224.92,47907.77,24,540,0.4862757363079222,Rejected,0
L2628,51,Male,Single,Salaried,44803.43,24895.09,12,718,0.48706826280763,Approved,1
L2629,35,Female,Married,Salaried,120325.83,276013.01,48,797,0.5131372475856457,Approved,1
L2630,43,Female,Married,Salaried,66889.39,62001.25,36,618,0.5162031608033661,Rejected,0
L2631,44,Female,Married,Salaried,29997.8,33895.01,24,673,0.5123207594556509,Rejected,0
L2632,64,Female,Married,Salaried,51610.73,33403.28,36,628,0.4797493943789258,Rejected,0
L2633,33,Male,Single,Salaried,20000.0,46603.0,36,686,0.4898426889275838,Rejected,0
L2634,42,Male,Divorced,Salaried,37371.14,58007.79,36,651,0.48631598333289194,Approved,1
L2635,63,Female,Married,Salaried,76426.84,51981.73,48,725,0.541021838085947,Approved,1
L2636,57,Male,Divorced,Salaried,100784.94,130503.81,12,669,0.5236967798201314,Rejected,0
L2637,53,Male,Married,Self-employed,72084.07,90994.42,36,549,0.46597451463900114,Rejected,0
L2638,23,Female,Single,Salaried,20000.0,12033.06,24,530,0.5062525896223725,Rejected,0
L2639,39,Female,Married,Self-employed,20000.0,23905.0,12,633,0.4728588491789592,Rejected,0
L2640,43,Male,Married,Salaried,47932.39,52044.74,12,534,0.4882602779001426,Approved,1
L2641,49,Male,Married,Self-employed,20000.0,46778.61,24,654,0.5114521007245796,Approved,1
L2642,50,Female,Married,Unemployed,33782.25,71401.03,24,655,0.4870778820801859,Rejected,0
L2643,59,Female,Married,Salaried,81110.18,66524.65,24,602,0.49275791761236504,Rejected,0
L2644,64,Female,Married,Salaried,31181.24,73684.85,12,677,0.4860027617760126,Approved,1
L2645,45,Female,Married,Self-employed,20000.0,39726.51,12,660,0.5300952554388596,Approved,1
L2646,57,Male,Married,Self-employed,109868.17,162791.07,60,665,0.5074573006003149,Approved,1
L2647,28,Male,Married,Salaried,21324.93,29115.4,24,699,0.5217644489805012,Approved,1
L2648,62,Male,Single,Unemployed,20000.0,47073.76,12,664,0.4767948096599226,Rejected,0
L2649,36,Male,Divorced,Salaried,60032.39,66697.41,60,600,0.5257770938955051,Rejected,0
L2650,28,Female,Married,Self-employed,29922.07,37138.66,24,632,0.5273170062872644,Approved,1
L2651,21,Female,Married,Salaried,49525.28,93222.99,36,614,0.4898419649932443,Approved,1
L2652,64,Male,Single,Salaried,41191.34,83147.75,48,530,0.5339465846651782,Rejected,0
L2653,25,Male,Married,Salaried,29188.91,33693.8,36,697,0.4780917423787592,Rejected,0
L2654,23,Male,Single,Salaried,37124.4,87020.19,36,709,0.5000604302900252,Rejected,0
L2655,21,Female,Married,Unemployed,28734.99,29085.86,12,671,0.48253960352077024,Rejected,0
L2656,24,Male,Married,Self-employed,33149.09,39613.09,24,611,0.5417494537481681,Approved,1
L2657,60,Male,Married,Self-employed,20000.0,17862.93,36,609,0.4752504166897142,Rejected,0
L2658,55,Male,Married,Unemployed,24154.67,38023.66,12,668,0.5149134708540598,Rejected,0
L2659,52,Male,Single,Salaried,58688.67,146636.33,12,624,0.5374567015728642,Rejected,0
L2660,62,Female,Married,Salaried,33516.93,64892.41,36,700,0.5228129561847454,Rejected,0
L2661,54,Male,Divorced,Unemployed,28083.05,40513.59,36,745,0.4984734184226881,Rejected,0
L2662,63,Male,Married,Salaried,86094.62,212296.69,60,638,0.5297375123373635,Approved,1
L2663,45,Male,Divorced,Self-employed,20000.0,11966.97,12,727,0.5273222202987675,Approved,1
L2664,30,Male,Married,Salaried,30045.25,32202.59,60,699,0.52341124338257,Rejected,0
L2665,41,Female,Married,Self-employed,23259.14,50617.36,24,630,0.49823965502735457,Approved,1
L2666,59,Male,Single,Salaried,102201.53,158281.7,48,623,0.5144887052164623,Approved,1
L2667,47,Male,Married,Self-employed,43343.09,22078.67,12,673,0.4976835012984501,Rejected,0
L2668,47,Female,Divorced,Unemployed,44693.46,63174.46,36,644,0.5154308943168673,Approved,1
L2669,22,Male,Married,Self-employed,36017.26,19580.21,24,658,0.46772530801329637,Rejected,0
L2670,61,Female,Single,Salaried,46272.56,76209.62,24,731,0.4940166996825791,Approved,1
L2671,33,Male,Married,Salaried,47687.96,84192.32,36,615,0.5040379657928801,Rejected,0
L2672,29,Male,Single,Salaried,82053.64,74079.4,36,613,0.5125249485001988,Rejected,0
L2673,56,Female,Single,Self-employed,25711.76,63585.05,36,659,0.49702973486857327,Approved,1
L2674,42,Female,Single,Salaried,57754.56,125189.27,60,639,0.5401389435576962,Approved,1
L2675,62,Male,Married,Unemployed,26284.99,37526.18,24,654,0.5268898795120681,Approved,1
L2676,46,Male,Divorced,Self-employed,43138.2,48276.23,24,650,0.47852229341276487,Rejected,0
L2677,32,Male,Divorced,Unemployed,123130.54,64603.83,24,608,0.5432269509893899,Rejected,0
L2678,37,Male,Divorced,Salaried,24432.78,46093.07,24,613,0.4914233938898583,Approved,1
L2679,34,Male,Single,Unemployed,64067.32,65718.1,48,641,0.503649615182291,Rejected,0
L2680,34,Female,Married,Self-employed,52829.39,68113.54,12,630,0.5053377800270951,Rejected,0
L2681,54,Male,Married,Self-employed,30184.32,40967.48,12,639,0.4889299197306931,Rejected,0
L2682,40,Male,Divorced,Salaried,100585.21,222055.06,48,663,0.47176178549338543,Rejected,0
L2683,31,Male,Divorced,Salaried,32245.07,71029.83,12,642,0.4819537207104088,Approved,1
L2684,36,Male,Married,Salaried,192248.34,394577.7,48,613,0.5072009094733344,Rejected,0
L2685,51,Female,Married,Salaried,23294.68,47372.02,24,639,0.5043337762069258,Approved,1
L2686,26,Male,Divorced,Salaried,23613.53,35172.01,36,711,0.5168897615803237,Approved,1
L2687,39,Male,Married,Unemployed,54833.53,114176.48,36,764,0.4848525677659569,Rejected,0
L2688,57,Female,Married,Salaried,20346.7,45094.08,12,716,0.5000672339349826,Approved,1
L2689,24,Male,Divorced,Salaried,20000.0,29937.57,12,568,0.4983301235239476,Rejected,0
L2690,24,Male,Divorced,Salaried,20000.0,46015.65,12,591,0.50843039383838,Rejected,0
L2691,40,Male,Divorced,Unemployed,48016.3,119116.99,36,578,0.5461523462554596,Rejected,0
L2692,30,Female,Married,Salaried,46996.34,39973.4,36,713,0.5647404023334999,Approved,1
L2693,44,Female,Married,Salaried,121691.55,299125.73,48,717,0.522624179595481,Approved,1
L2694,55,Male,Single,Salaried,85311.07,84584.71,24,669,0.505471032675645,Approved,1
L2695,46,Male,Single,Self-employed,30856.93,73071.12,24,757,0.5038910909563326,Approved,1
L2696,57,Female,Married,Salaried,48861.42,107603.47,12,632,0.522120106769803,Approved,1
L2697,58,Male,Divorced,Salaried,57772.9,134732.94,36,658,0.47504930068735846,Approved,1
L2698,41,Male,Divorced,Salaried,47820.03,68003.04,12,663,0.4951102964744721,Approved,1
L2699,60,Female,Married,Salaried,33407.89,26797.26,36,581,0.4878781887966775,Rejected,0
