Loan_ID,Age,Gender,Marital_Status,Employment_Type,Annual_Income,Loan_Amount,Loan_Term,Credit_Score,Debt_to_Income_Ratio,Loan_Status
L1377,39,Female,Married,Salaried,31427.88,26637.03,12,601,0.5,Approved
L1378,28,Female,Married,Unemployed,20000.0,34563.4,12,557,0.5,Rejected
L1379,51,Male,Married,Salaried,20000.0,28954.02,12,664,0.5,Approved
L1380,41,Female,Single,Salaried,116783.69,137729.97,24,678,0.5,Approved
L1381,37,Female,Married,Unemployed,20000.0,46568.17,24,581,0.5,Rejected
L1382,43,Male,Married,Salaried,42091.19,99945.13,36,659,0.5,Rejected
L1383,57,Male,Married,Salaried,52030.1,43009.97,12,550,0.5,Rejected
L1384,36,Female,Married,Self-employed,37631.51,71975.22,36,740,0.5,Approved
L1385,26,Male,Single,Salaried,183098.51,375003.39,48,649,0.5,Approved
L1386,28,Male,Married,Salaried,130272.3,305686.82,48,681,0.5,Approved
L1387,45,Male,Married,Salaried,20000.0,12925.46,12,662,0.5,Approved
L1388,38,Male,Married,Self-employed,50325.98,118962.34,12,719,0.5,Approved
L1389,45,Female,Married,Salaried,30654.93,30431.66,12,643,0.5,Rejected
L1390,32,Male,Divorced,Self-employed,25737.45,57045.08,12,593,0.5,Rejected
L1391,35,Male,Married,Salaried,20000.0,43128.07,36,667,0.5,Rejected
L1392,46,Female,Married,Salaried,38476.47,80308.86,36,716,0.5,Approved
L1393,61,Male,Married,Salaried,62405.92,67867.35,12,710,0.5,Approved
L1394,65,Male,Single,Unemployed,20000.0,40389.09,12,601,0.5,Rejected
L1395,46,Female,Single,Salaried,34503.9,35319.44,12,616,0.5,Approved
L1396,52,Male,Married,Salaried,20000.0,22390.47,36,656,0.5,Rejected
L1397,30,Male,Single,Salaried,112271.62,239623.44,12,694,0.5,Rejected
L1398,36,Female,Single,Salaried,78460.74,130923.36,36,564,0.5,Rejected
L1399,27,Female,Married,Salaried,60124.42,66301.65,12,661,0.5,Approved
L1400,37,Female,Married,Salaried,58377.98,110867.58,48,676,0.5,Rejected
L1401,43,Female,Single,Salaried,91507.77,202710.68,36,626,0.5,Approved
L1402,46,Female,Single,Self-employed,33756.34,54522.6,36,662,0.5,Approved
L1403,41,Female,Divorced,Salaried,28103.08,26343.44,12,725,0.5,Approved
L1404,42,Female,Married,Salaried,104837.86,173978.14,60,681,0.5,Approved
L1405,27,Male,Single,Salaried,47340.37,79113.44,36,618,0.5,Approved
L1406,34,Male,Married,Salaried,89073.49,156930.34,24,685,0.5,Approved
L1407,35,Female,Divorced,Salaried,50339.79,103778.38,36,603,0.5,Approved
L1408,27,Male,Single,Salaried,32578.77,80197.28,36,707,0.5,Approved
L1409,29,Male,Single,Self-employed,20000.0,14397.14,12,672,0.5,Approved
L1410,28,Male,Married,Salaried,57055.86,50394.92,12,794,0.5,Approved
L1411,43,Male,Married,Salaried,20000.0,42598.43,24,690,0.5,Approved
L1412,49,Male,Single,Salaried,50911.77,79314.63,48,708,0.5,Rejected
L1413,38,Female,Married,Self-employed,20000.0,39824.88,24,638,0.5,Rejected
L1414,51,Female,Married,Salaried,99054.86,131940.2,48,636,0.5,Approved
L1415,50,Female,Married,Salaried,200000.0,435541.83,48,646,0.5,Approved
L1416,59,Female,Married,Salaried,44744.94,60062.81,36,624,0.5,Approved
L1417,55,Male,Single,Unemployed,97475.84,233296.28,36,761,0.5,Rejected
L1418,38,Male,Married,Salaried,73392.68,94094.91,24,601,0.5,Approved
L1419,62,Male,Married,Salaried,20000.0,21255.91,12,655,0.5,Rejected
L1420,59,Female,Married,Salaried,27397.22,19289.06,12,604,0.5,Rejected
L1421,37,Male,Divorced,Self-employed,40174.11,88262.77,36,661,0.5,Rejected
L1422,34,Male,Divorced,Salaried,47255.74,113353.57,36,640,0.5,Approved
L1423,51,Female,Married,Self-employed,38704.21,88577.72,36,629,0.5,Rejected
L1424,44,Male,Single,Unemployed,57897.21,116946.67,48,684,0.5,Rejected
L1425,55,Female,Married,Salaried,137154.34,187157.19,12,715,0.5,Approved
L1426,64,Female,Single,Salaried,20000.0,22319.83,24,701,0.5,Approved
L1427,65,Male,Single,Salaried,37727.91,40336.26,12,655,0.5,Approved
L1428,54,Male,Married,Salaried,160835.29,324746.75,60,617,0.5,Approved
L1429,23,Female,Married,Self-employed,39620.33,47137.59,24,606,0.5,Approved
L1430,57,Male,Single,Salaried,20000.0,41404.74,36,608,0.5,Approved
L1431,63,Male,Divorced,Salaried,62169.06,153219.16,48,661,0.5,Rejected
L1432,60,Male,Divorced,Salaried,26550.2,23302.79,12,666,0.5,Approved
L1433,46,Female,Single,Unemployed,102850.93,74898.55,48,672,0.5,Rejected
L1434,43,Male,Married,Salaried,73192.29,54082.67,24,658,0.5,Rejected
L1435,64,Female,Married,Salaried,20000.0,12359.91,36,654,0.5,Rejected
L1436,59,Female,Divorced,Salaried,22232.05,41837.47,24,612,0.5,Approved
L1437,35,Male,Married,Self-employed,96222.12,162227.23,48,558,0.5,Rejected
L1438,24,Female,Single,Salaried,34669.43,56474.94,36,642,0.5,Rejected
L1439,49,Male,Married,Salaried,40533.14,67415.59,48,714,0.5,Rejected
L1440,42,Male,Married,Unemployed,105513.5,67431.56,36,674,0.5,Rejected
L1441,45,Female,Married,Salaried,104092.97,112681.09,12,592,0.5,Rejected
L1442,33,Female,Divorced,Salaried,29090.31,30012.3,24,659,0.5,Rejected
L1443,38,Male,Married,Self-employed,27890.28,40665.46,60,580,0.5,Rejected
L1444,53,Female,Single,Salaried,20000.0,45159.87,36,661,0.5,Rejected
L1445,36,Female,Divorced,Salaried,103428.1,252811.63,48,663,0.5,Approved
L1446,65,Female,Divorced,Salaried,94511.47,162946.66,24,595,0.5,Rejected
L1447,62,Male,Married,Self-employed,20000.0,19871.73,12,633,0.5,Approved
L1448,64,Female,Single,Unemployed,89869.31,113358.27,48,612,0.5,Rejected
L1449,22,Male,Divorced,Salaried,28786.66,33128.34,36,698,0.5,Approved
L1450,55,Male,Married,Salaried,102204.16,92815.21,24,745,0.5,Approved
L1451,62,Female,Single,Salaried,20000.0,49140.16,60,565,0.5,Rejected
L1452,54,Female,Married,Salaried,49588.77,37842.19,24,644,0.5,Approved
L1453,50,Male,Married,Self-employed,35222.42,57512.56,48,598,0.5,Rejected
L1454,33,Male,Married,Self-employed,80341.38,168503.83,12,617,0.5,Rejected
L1455,33,Male,Single,Salaried,20928.67,49792.68,24,697,0.5,Rejected
L1456,38,Female,Single,Unemployed,89650.08,80855.8,36,657,0.5,Rejected
L1457,52,Male,Married,Salaried,88824.69,78569.21,36,673,0.5,Approved
L1458,52,Male,Divorced,Salaried,74563.63,111428.22,48,675,0.5,Approved
L1459,55,Male,Married,Self-employed,20000.0,25373.91,24,634,0.5,Approved
L1460,59,Female,Single,Salaried,25667.58,25633.42,36,557,0.5,Rejected
L1461,49,Female,Divorced,Salaried,85019.33,58560.47,12,682,0.5,Approved
L1462,49,Female,Married,Salaried,48608.6,59754.03,36,530,0.5,Approved
L1463,64,Female,Single,Salaried,26771.23,28461.52,12,561,0.5,Rejected
L1464,36,Male,Single,Salaried,20397.45,17216.41,36,536,0.5,Rejected
L1465,64,Male,Single,Unemployed,20000.0,24726.45,36,580,0.5,Rejected
L1466,30,Male,Married,Salaried,41685.76,27648.74,12,618,0.5,Approved
L1467,50,Female,Married,Salaried,168178.6,392567.12,60,673,0.5,Approved
L1468,45,Male,Single,Salaried,30367.24,51563.72,24,652,0.5,Rejected
L1469,59,Male,Married,Self-employed,61010.61,88983.41,36,635,0.5,Rejected
L1470,40,Male,Married,Salaried,41608.07,31594.35,12,610,0.5,Rejected
L1471,25,Male,Divorced,Self-employed,20000.0,41097.63,12,564,0.5,Rejected
L1472,21,Male,Married,Salaried,92624.46,60281.54,36,638,0.5,Rejected
L1473,50,Female,Divorced,Salaried,77866.02,192343.37,24,665,0.5,Approved
L1474,23,Female,Married,Self-employed,78220.46,170949.59,48,689,0.5,Rejected
L1475,65,Female,Single,Salaried,36574.2,52737.96,12,695,0.5,Rejected
L1476,34,Female,Divorced,Salaried,85598.45,157811.03,48,734,0.5,Approved
L1477,50,Male,Divorced,Self-employed,59911.89,40610.98,24,653,0.5,Approved
L1478,24,Male,Married,Salaried,102506.46,151408.95,12,728,0.5,Approved
L1479,38,Female,Divorced,Unemployed,45880.87,98145.27,48,622,0.5,Rejected
L1480,57,Female,Married,Salaried,20000.0,13127.85,36,548,0.5,Rejected
L1481,45,Male,Married,Self-employed,25894.53,24187.42,36,692,0.5,Rejected
L1482,21,Female,Single,Self-employed,44791.49,92028.68,12,655,0.5,Rejected
L1483,35,Male,Divorced,Salaried,28587.68,40503.58,12,641,0.5,Approved
L1484,29,Male,Divorced,Salaried,36821.35,67379.84,36,651,0.5,Approved
L1485,35,Female,Married,Salaried,155310.89,331788.82,36,602,0.5,Rejected
L1486,44,Male,Single,Unemployed,54313.43,42957.16,36,591,0.5,Rejected
L1487,24,Male,Divorced,Self-employed,53064.62,76259.44,36,643,0.5,Rejected
L1488,32,Male,Married,Salaried,46191.03,75069.26,48,678,0.5,Rejected
L1489,57,Male,Single,Salaried,20000.0,34599.45,36,635,0.5,Rejected
L1490,57,Female,Married,Salaried,53929.26,118403.69,36,534,0.5,Rejected
L1491,63,Female,Married,Self-employed,44822.48,65115.07,24,562,0.5,Rejected
L1492,26,Female,Single,Unemployed,35323.39,40073.08,12,616,0.5,Rejected
L1493,59,Female,Married,Salaried,20000.0,42095.69,24,658,0.5,Rejected
L1494,44,Male,Married,Self-employed,51537.02,118212.98,36,643,0.5,Rejected
L1495,31,Male,Married,Salaried,43170.66,52553.54,12,627,0.5,Approved
L1496,33,Male,Single,Self-employed,20000.0,39053.65,12,582,0.5,Rejected
L1497,54,Male,Married,Salaried,93518.93,86394.82,36,673,0.5,Rejected
L1498,45,Male,Married,Self-employed,38510.22,26193.2,24,738,0.5,Approved
L1499,27,Female,Single,Unemployed,20000.0,25061.44,36,753,0.5,Rejected
L1500,24,Female,Married,Self-employed,53496.35,70289.97,24,623,0.5,Rejected
L1501,28,Male,Divorced,Unemployed,26941.64,19614.13,60,589,0.5,Rejected
L1502,40,Female,Married,Salaried,20000.0,14090.53,60,616,0.5,Approved
L1503,49,Male,Married,Unemployed,20000.0,38248.69,12,570,0.5,Rejected
L1504,65,Female,Married,Self-employed,68503.6,132734.67,12,629,0.5,Rejected
L1505,30,Female,Married,Salaried,23600.11,15221.92,12,645,0.5,Rejected
L1506,63,Male,Divorced,Salaried,21884.78,33122.74,24,611,0.5,Approved
L1507,54,Male,Married,Unemployed,62765.7,101639.42,36,583,0.5,Rejected
L1508,46,Female,Single,Salaried,105007.16,157215.04,36,650,0.5,Rejected
L1509,61,Female,Married,Salaried,100978.4,248243.21,48,716,0.5,Approved
L1510,23,Female,Single,Self-employed,47616.44,67398.42,36,664,0.5,Rejected
L1511,26,Female,Divorced,Salaried,33616.41,53468.2,24,632,0.5,Rejected
L1512,25,Female,Married,Self-employed,54257.67,60787.08,36,695,0.5,Rejected
L1513,25,Male,Single,Salaried,34208.92,34364.09,12,650,0.5,Approved
L1514,43,Male,Divorced,Salaried,20000.0,42758.11,12,576,0.5,Approved
L1515,29,Male,Single,Salaried,41349.82,97413.93,24,698,0.5,Rejected
L1516,55,Male,Married,Salaried,64815.23,74116.27,24,646,0.5,Approved
L1517,40,Male,Married,Self-employed,44511.55,97722.14,36,580,0.5,Rejected
L1518,62,Female,Married,Self-employed,83069.38,111601.32,24,660,0.5,Rejected
L1519,55,Male,Divorced,Salaried,20000.0,30980.62,36,558,0.5,Rejected
L1520,38,Male,Single,Self-employed,105615.29,90433.8,48,624,0.5,Rejected
L1521,37,Female,Divorced,Self-employed,73766.25,123104.2,36,683,0.5,Approved
L1522,44,Male,Married,Unemployed,109627.92,263688.76,60,588,0.5,Rejected
L1523,23,Male,Married,Self-employed,82119.59,49363.54,24,617,0.5,Approved
L1524,52,Female,Married,Salaried,53912.49,55129.53,24,666,0.5,Rejected
L1525,55,Female,Married,Salaried,59603.52,112576.88,36,644,0.5,Rejected
L1526,58,Male,Married,Self-employed,70300.97,72929.65,48,740,0.5,Rejected
L1527,33,Male,Married,Self-employed,31836.33,39347.74,24,731,0.5,Approved
L1528,45,Female,Divorced,Salaried,20000.0,21603.74,24,657,0.5,Rejected
L1529,29,Male,Married,Self-employed,21937.94,53417.51,60,744,0.5,Rejected
L1530,24,Male,Married,Salaried,33110.59,48813.12,12,577,0.5,Approved
L1531,34,Female,Divorced,Salaried,40908.68,31405.61,12,597,0.5,Rejected
L1532,57,Male,Divorced,Salaried,112408.63,83696.76,24,658,0.5,Approved
L1533,54,Male,Married,Salaried,40312.42,45177.85,12,708,0.5,Approved
L1534,31,Male,Divorced,Self-employed,20000.0,26039.42,48,634,0.5,Rejected
L1535,61,Female,Married,Salaried,33775.36,36400.76,24,626,0.5,Rejected
L1536,23,Female,Married,Salaried,47821.83,76566.91,36,558,0.5,Rejected
L1537,48,Male,Divorced,Salaried,72097.92,161758.56,48,619,0.5,Rejected
L1538,49,Male,Single,Salaried,20000.0,41526.94,24,620,0.5,Approved
L1539,29,Male,Divorced,Salaried,20000.0,33159.52,12,665,0.5,Approved
L1540,23,Male,Divorced,Self-employed,90764.94,176855.33,24,618,0.5,Rejected
L1541,45,Male,Married,Salaried,27065.53,49390.47,24,646,0.5,Rejected
L1542,54,Female,Single,Self-employed,35556.88,22469.37,36,643,0.5,Rejected
L1543,32,Male,Married,Salaried,54535.27,96494.6,24,559,0.5,Approved
L1544,62,Male,Married,Unemployed,52721.28,118313.83,48,630,0.5,Rejected
L1545,29,Male,Married,Salaried,23338.17,50412.08,24,679,0.5,Approved
L1546,35,Male,Married,Salaried,54804.13,78923.45,36,580,0.5,Rejected
L1547,60,Male,Divorced,Self-employed,51159.23,58925.02,12,651,0.5,Rejected
L1548,45,Male,Divorced,Self-employed,88420.63,111025.15,36,718,0.5,Approved
L1549,25,Female,Single,Salaried,46579.95,75999.83,12,700,0.5,Rejected
L1550,31,Female,Married,Salaried,45594.77,60149.8,48,695,0.5,Approved
L1551,54,Male,Single,Salaried,96699.21,115744.37,60,667,0.5,Approved
L1552,44,Male,Single,Salaried,26023.49,19185.29,12,669,0.5,Rejected
L1553,35,Male,Divorced,Salaried,20120.85,14332.68,24,606,0.5,Rejected
L1554,58,Male,Married,Salaried,62014.88,34650.6,36,620,0.5,Rejected
L1555,28,Female,Married,Self-employed,26660.36,66325.21,12,656,0.5,Approved
L1556,25,Male,Divorced,Unemployed,20000.0,24506.42,24,660,0.5,Rejected
L1557,46,Female,Divorced,Salaried,40472.51,26117.91,48,674,0.5,Rejected
L1558,38,Female,Married,Self-employed,78312.77,128064.65,36,660,0.5,Approved
L1559,26,Female,Married,Salaried,99163.45,183462.07,48,710,0.5,Approved
L1560,57,Female,Divorced,Salaried,74620.97,138910.91,36,723,0.5,Approved
L1561,33,Male,Single,Self-employed,43865.38,106979.98,48,665,0.5,Rejected
L1562,48,Female,Single,Self-employed,50182.28,46492.56,36,670,0.5,Approved
L1563,25,Female,Married,Unemployed,56819.85,130086.71,36,650,0.5,Rejected
L1564,33,Female,Married,Self-employed,76340.57,176527.89,48,557,0.5,Approved
L1565,37,Male,Married,Salaried,34812.73,49278.31,24,588,0.5,Approved
L1566,60,Female,Single,Salaried,22314.19,53678.99,24,682,0.5,Rejected
L1567,65,Male,Married,Self-employed,31698.87,28640.51,12,714,0.5,Approved
L1568,52,Female,Married,Salaried,20003.43,23584.32,12,686,0.5,Rejected
L1569,49,Male,Married,Salaried,29727.68,60014.17,36,602,0.5,Approved
L1570,23,Female,Married,Salaried,116777.67,279123.24,36,610,0.5,Approved
L1571,60,Male,Married,Unemployed,20000.0,13116.18,12,686,0.5,Rejected
L1572,54,Male,Married,Self-employed,20000.0,36909.08,12,704,0.5,Approved
L1573,60,Male,Divorced,Salaried,20000.0,47726.76,24,670,0.5,Approved
L1574,47,Male,Married,Unemployed,20000.0,14118.02,24,696,0.5,Rejected
L1575,33,Male,Married,Self-employed,63415.65,54926.87,48,727,0.5,Rejected
L1576,65,Male,Married,Salaried,20000.0,37091.13,24,685,0.5,Approved
L1577,53,Female,Divorced,Salaried,20000.0,35285.64,36,661,0.5,Approved
L1578,26,Female,Married,Salaried,61592.63,67558.92,36,677,0.5,Rejected
L1579,44,Female,Married,Salaried,20000.0,47462.28,24,654,0.5,Approved
L1580,39,Male,Married,Self-employed,120707.71,153688.93,36,646,0.5,Rejected
L1581,36,Male,Single,Self-employed,65867.28,77903.27,36,624,0.5,Rejected
L1582,60,Male,Single,Salaried,52615.05,114832.09,36,649,0.5,Approved
L1583,48,Female,Married,Self-employed,20000.0,32466.55,60,652,0.5,Rejected
L1584,53,Female,Married,Salaried,69104.39,95646.21,36,767,0.5,Approved
L1585,61,Male,Married,Salaried,20000.0,31790.02,12,669,0.5,Approved
L1586,33,Male,Single,Self-employed,27069.01,52347.65,36,650,0.5,Rejected
L1587,63,Female,Single,Salaried,46109.65,30745.49,12,662,0.5,Approved
L1588,65,Female,Married,Self-employed,20000.0,23346.11,60,652,0.5,Approved
L1589,45,Female,Single,Salaried,28728.99,63807.92,36,661,0.5,Rejected
L1590,62,Female,Married,Salaried,78011.6,153295.14,12,632,0.5,Rejected
L1591,56,Male,Single,Salaried,43591.7,28223.85,36,664,0.5,Approved
L1592,47,Male,Single,Salaried,38269.3,54363.48,24,691,0.5,Approved
L1593,58,Male,Divorced,Salaried,50023.56,55821.89,36,725,0.5,Rejected
L1594,27,Male,Married,Self-employed,42874.22,89428.67,12,660,0.5,Approved
L1595,25,Male,Single,Salaried,101517.58,79957.93,36,672,0.5,Rejected
L1596,63,Male,Married,Salaried,82504.82,65161.9,36,703,0.5,Approved
L1597,65,Male,Married,Salaried,20000.0,39663.98,36,614,0.5,Approved
L1598,51,Male,Married,Self-employed,51210.93,126710.79,36,725,0.5,Rejected
L1599,43,Male,Married,Salaried,20000.0,25600.21,24,590,0.5,Rejected
L1600,62,Male,Married,Self-employed,29980.08,66765.48,24,618,0.5,Approved
L1601,30,Male,Divorced,Salaried,40391.6,52355.88,36,706,0.5,Approved
L1602,52,Female,Single,Salaried,156777.2,284324.13,48,683,0.5,Approved
L1603,63,Female,Married,Self-employed,45089.01,66436.44,48,596,0.5,Rejected
L1604,50,Male,Married,Salaried,20000.0,39729.6,36,727,0.5,Approved
L1605,59,Male,Married,Salaried,40310.98,24767.72,24,724,0.5,Approved
L1606,51,Male,Married,Salaried,64380.11,102944.44,12,578,0.5,Rejected
L1607,38,Female,Married,Self-employed,86121.06,215020.82,48,692,0.5,Rejected
L1608,56,Male,Married,Salaried,23956.87,47989.83,60,593,0.5,Rejected
L1609,22,Male,Divorced,Salaried,78033.73,74948.66,36,713,0.5,Approved
L1610,34,Female,Single,Salaried,22203.62,24676.62,36,724,0.5,Approved
L1611,33,Male,Single,Salaried,133823.8,251367.48,48,681,0.5,Rejected
L1612,49,Male,Divorced,Self-employed,21062.73,16804.15,36,640,0.5,Rejected
L1613,32,Male,Married,Salaried,20000.0,10283.58,36,610,0.5,Approved
L1614,59,Male,Married,Self-employed,20000.0,40914.05,24,659,0.5,Rejected
L1615,22,Male,Married,Unemployed,20873.25,35462.86,24,603,0.5,Rejected
L1616,52,Female,Single,Salaried,44573.29,82273.13,12,706,0.5,Rejected
L1617,33,Male,Married,Self-employed,69726.73,37943.89,36,595,0.5,Rejected
L1618,47,Female,Married,Salaried,57988.68,72909.77,12,615,0.5,Rejected
L1619,61,Male,Divorced,Self-employed,43560.67,68107.88,24,668,0.5,Rejected
L1620,37,Male,Married,Salaried,20000.0,37913.22,36,653,0.5,Rejected
L1621,60,Male,Single,Self-employed,57076.94,124950.38,36,682,0.5,Approved
L1622,51,Male,Divorced,Salaried,51945.99,55742.45,36,659,0.5,Rejected
L1623,54,Male,Married,Self-employed,97826.95,226367.36,36,750,0.5,Approved
L1624,44,Male,Divorced,Self-employed,39918.7,73621.5,24,676,0.5,Rejected
L1625,65,Female,Single,Salaried,26532.52,34414.28,36,704,0.5,Rejected
L1626,55,Male,Divorced,Salaried,62953.73,114809.02,36,641,0.5,Rejected
L1627,26,Male,Married,Self-employed,27244.61,49645.14,24,613,0.5,Rejected
L1628,39,Male,Divorced,Salaried,27391.35,25398.26,12,637,0.5,Rejected
L1629,50,Male,Married,Unemployed,20000.0,10246.66,48,640,0.5,Rejected
L1630,27,Male,Single,Unemployed,101311.77,75499.91,48,648,0.5,Rejected
L1631,30,Male,Married,Self-employed,20000.0,48197.91,12,611,0.5,Rejected
L1632,61,Male,Married,Salaried,38692.31,85766.78,60,589,0.5,Rejected
L1633,52,Male,Married,Salaried,20000.0,16895.23,36,615,0.5,Approved
L1634,54,Female,Married,Self-employed,24233.48,44080.17,12,682,0.5,Rejected
L1635,48,Male,Married,Salaried,27004.98,62984.93,12,665,0.5,Approved
L1636,35,Male,Married,Salaried,75581.95,176265.84,48,648,0.5,Rejected
L1637,50,Female,Married,Salaried,200000.0,325767.44,60,702,0.5,Rejected
L1638,57,Female,Married,Unemployed,59736.84,116307.53,36,562,0.5,Rejected
L1639,49,Female,Married,Salaried,115742.83,149091.52,60,710,0.5,Rejected
L1640,42,Male,Married,Self-employed,32359.7,20847.79,48,716,0.5,Rejected
L1641,24,Female,Divorced,Salaried,80698.05,125687.81,36,630,0.5,Rejected
L1642,40,Male,Single,Salaried,95263.67,108250.04,36,632,0.5,Approved
L1643,52,Male,Married,Self-employed,20000.0,26278.9,12,621,0.5,Approved
L1644,56,Female,Single,Salaried,35120.82,29772.27,12,575,0.5,Rejected
L1645,24,Male,Single,Salaried,39279.29,77388.36,36,655,0.5,Rejected
L1646,47,Female,Married,Self-employed,42545.66,101961.67,12,548,0.5,Rejected
L1647,37,Female,Married,Salaried,58806.51,111819.86,36,655,0.5,Rejected
L1648,32,Female,Married,Salaried,43015.32,63859.18,12,648,0.5,Rejected
L1649,42,Female,Divorced,Salaried,54289.78,72676.64,48,686,0.5,Approved
L1650,37,Male,Married,Salaried,101532.29,162651.41,48,626,0.5,Approved
L1651,30,Male,Single,Self-employed,66589.22,120031.59,48,690,0.5,Rejected
L1652,21,Female,Married,Salaried,20000.0,15069.22,36,636,0.5,Approved
L1653,42,Female,Single,Salaried,35738.12,74382.15,12,688,0.5,Approved
L1654,46,Female,Married,Salaried,20000.0,10216.14,24,661,0.5,Approved
L1655,38,Female,Married,Salaried,79928.15,175055.84,36,694,0.5,Rejected
L1656,34,Female,Married,Salaried,66604.72,100213.64,60,665,0.5,Approved
L1657,49,Female,Divorced,Salaried,38045.13,52091.15,36,634,0.5,Rejected
L1658,32,Male,Married,Self-employed,45778.32,33958.26,24,678,0.5,Approved
L1659,56,Male,Married,Unemployed,20000.0,33368.27,12,661,0.5,Rejected
L1660,55,Female,Single,Self-employed,50041.04,33928.96,24,664,0.5,Rejected
L1661,32,Male,Single,Salaried,70986.16,158435.92,36,601,0.5,Approved
L1662,27,Male,Married,Salaried,51006.11,56339.59,48,690,0.5,Approved
L1663,49,Male,Married,Self-employed,25725.18,21739.96,12,660,0.5,Approved
L1664,31,Female,Married,Salaried,70384.58,70550.88,12,609,0.5,Rejected
L1665,53,Female,Married,Self-employed,74893.49,117307.08,60,662,0.5,Rejected
L1666,26,Female,Divorced,Self-employed,61493.78,99614.71,48,654,0.5,Rejected
L1667,35,Male,Married,Salaried,114699.93,134988.47,36,733,0.5,Approved
L1668,52,Female,Divorced,Salaried,70874.53,147186.15,48,616,0.5,Rejected
L1669,31,Female,Married,Salaried,23557.77,29585.05,12,658,0.5,Rejected
L1670,43,Male,Married,Salaried,51093.66,70257.06,36,664,0.5,Approved
L1671,46,Male,Single,Self-employed,88500.23,67271.82,36,581,0.5,Rejected
L1672,54,Male,Single,Unemployed,30172.32,23269.68,36,621,0.5,Rejected
L1673,54,Male,Married,Unemployed,67383.71,47333.69,24,653,0.5,Rejected
L1674,49,Female,Single,Salaried,22596.94,17921.33,36,526,0.5,Rejected
L1675,24,Male,Single,Unemployed,37406.68,86049.76,24,685,0.5,Rejected
L1676,37,Female,Married,Self-employed,77506.13,144929.11,48,651,0.5,Rejected
L1677,55,Male,Married,Self-employed,74013.18,136474.52,36,675,0.5,Rejected
L1678,33,Male,Married,Unemployed,109051.87,86347.57,60,694,0.5,Rejected
L1679,61,Male,Single,Salaried,23017.07,35421.41,24,621,0.5,Rejected
L1680,59,Male,Married,Salaried,20000.0,29546.17,24,557,0.5,Approved
L1681,35,Male,Single,Salaried,84734.36,91103.21,36,515,0.5,Rejected
L1682,49,Male,Single,Salaried,134734.1,140142.61,48,706,0.5,Approved
L1683,49,Male,Single,Self-employed,20000.0,40498.3,36,701,0.5,Approved
L1684,31,Male,Single,Salaried,54632.05,59894.69,36,640,0.5,Approved
L1685,52,Female,Married,Salaried,20000.0,33699.7,24,701,0.5,Approved
L1686,22,Male,Divorced,Salaried,65062.75,152175.92,36,695,0.5,Rejected
L1687,34,Male,Single,Unemployed,100789.22,153984.17,48,695,0.5,Rejected
L1688,40,Female,Married,Salaried,20000.0,34158.85,24,679,0.5,Rejected
L1689,42,Male,Single,Salaried,41841.31,94161.66,24,609,0.5,Rejected
L1690,31,Female,Single,Salaried,24471.32,47524.02,24,756,0.5,Approved
L1691,47,Female,Married,Salaried,27427.89,14454.13,12,611,0.5,Rejected
L1692,23,Male,Married,Self-employed,28721.91,22681.85,12,682,0.5,Approved
L1693,37,Female,Married,Salaried,49808.75,51705.55,36,622,0.5,Rejected
L1694,64,Female,Divorced,Salaried,29014.25,39482.64,36,702,0.5,Rejected
L1695,48,Female,Single,Self-employed,52362.44,55092.55,24,634,0.5,Approved
L1696,49,Female,Married,Salaried,66502.09,94614.03,24,727,0.5,Approved
L1697,41,Male,Single,Self-employed,44420.8,91845.14,24,688,0.5,Approved
L1698,36,Female,Married,Self-employed,56816.88,138969.39,36,777,0.5,Approved
L1699,57,Male,Married,Self-employed,76400.8,134363.25,36,564,0.5,Rejected
L1700,40,Male,Married,Salaried,106523.64,238642.93,60,669,0.5,Approved
L1701,26,Male,Single,Salaried,67950.44,80687.53,36,683,0.5,Rejected
L1702,39,Male,Divorced,Salaried,20000.0,15474.32,12,586,0.5,Approved
L1703,25,Male,Divorced,Salaried,56044.43,121389.87,48,719,0.5,Approved
L1704,23,Female,Married,Salaried,20000.0,40866.88,36,577,0.5,Rejected
L1705,21,Female,Single,Salaried,38369.27,37310.33,24,614,0.5,Rejected
L1706,58,Male,Divorced,Salaried,20000.0,31543.24,36,676,0.5,Rejected
L1707,35,Female,Married,Salaried,37176.12,92480.84,24,534,0.5,Approved
L1708,54,Female,Single,Unemployed,20000.0,48874.57,36,623,0.5,Rejected
L1709,55,Male,Divorced,Self-employed,21870.01,30713.6,12,702,0.5,Rejected
L1710,45,Male,Single,Salaried,102067.38,108932.16,48,609,0.5,Approved
L1711,44,Female,Married,Self-employed,36933.18,40153.16,12,694,0.5,Approved
L1712,32,Female,Divorced,Unemployed,20000.0,45124.37,12,682,0.5,Rejected
L1713,38,Female,Divorced,Salaried,55068.15,101214.22,24,589,0.5,Rejected
L1714,35,Female,Single,Salaried,25358.25,43075.54,60,578,0.5,Rejected
L1715,64,Male,Married,Salaried,40018.64,41452.02,12,643,0.5,Rejected
L1716,36,Male,Single,Self-employed,95299.8,125108.7,48,655,0.5,Rejected
L1717,47,Male,Married,Salaried,45039.88,72759.23,36,672,0.5,Approved
L1718,28,Male,Married,Self-employed,55268.01,85237.11,36,596,0.5,Rejected
L1719,45,Female,Single,Self-employed,22941.11,13887.15,24,667,0.5,Rejected
L1720,37,Female,Divorced,Self-employed,42153.87,62115.76,36,698,0.5,Approved
L1721,49,Male,Divorced,Salaried,64184.78,110464.69,60,641,0.5,Approved
